projectile,proj_type,calibre,proj_mass,proj_density,proj_hardness,Material,thickness,density,modulus,hardness,yield,PR,UTS,elongation,Ludwik-n,angle,v50,sigma_mps,ind_data,source
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,38.3,2.76,72,137,400,0.33,434,9,0.0494,0,847,7,N,jones_16_tr7727
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T6,38.3,2.76,72,137,400,0.33,434,9,0.0494,0,833,4,N,jones_16_tr7727
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7017-T7,38.9,2.76,72,124,381,0.33,413,8,0.0531,0,827,6,N,jones_16_tr7727
CAL50APM2,AP,10.8839,25.9,7.85,630,AA7017-T6,38.4,2.76,72,137,400,0.33,434,9,0.0494,0,626,6,N,jones_16_tr7727
CAL50APM2,AP,10.8839,25.9,7.85,630,AA7017-T7,38.9,2.76,72,124,381,0.33,413,8,0.0531,0,625,8,N,jones_16_tr7727
CAL50APM2,AP,10.8839,25.9,7.85,630,AA7017-T6,51.1,2.76,72,131,400,0.33,434,9,0.0494,0,727,6,N,jones_16_tr7727
CAL50APM2,AP,10.8839,25.9,7.85,630,AA7017-T6,51.1,2.76,72,131,400,0.33,434,9,0.0494,0,725,5,N,jones_16_tr7727
CAL50APM2,AP,10.8839,25.9,7.85,630,AA7017-T7,52.4,2.76,72,128,381,0.33,413,8,0.0531,0,731,6,N,jones_16_tr7727
CAL50APM2,AP,10.8839,25.9,7.85,630,AA7017-T6,64,2.76,72,134,400,0.33,434,9,0.0494,0,839,9,N,jones_16_tr7727
CAL50APM2,AP,10.8839,25.9,7.85,630,AA7017-T6,64,2.76,72,134,400,0.33,434,9,0.0494,0,831,8,N,jones_16_tr7727
CAL50APM2,AP,10.8839,25.9,7.85,630,AA7017-T6,76.7,2.76,72,137,400,0.33,434,9,0.0494,0,920,7,N,jones_16_tr7727
CAL50APM2,AP,10.8839,25.9,7.85,630,AA7017-T6,76.7,2.76,72,134,400,0.33,434,9,0.0494,0,931,6,N,jones_16_tr7727
CAL50APM2,AP,10.8839,25.9,7.85,630,AA7017-T7,74.9,2.76,72,128,381,0.33,413,8,0.0531,0,899,5,N,jones_16_tr7727
145MMBS41,AP,10.922,37.9,14.85,730,AA7017-T6,76.7,2.76,72,137,400,0.33,434,9,0.0494,0,864,8,N,jones_16_tr7727
145MMBS41,AP,10.922,37.9,14.85,730,AA7017-T6,76.7,2.76,72,134,400,0.33,434,9,0.0494,0,859,6,N,jones_16_tr7727
145MMBS41,AP,10.922,37.9,14.85,730,AA7017-T7,74.9,2.76,72,128,381,0.33,413,8,0.0531,0,837,5,N,jones_16_tr7727
145MMBS41,AP,10.922,37.9,14.85,730,AA7017-T6,89.5,2.76,72,140,400,0.33,434,9,0.0494,0,948,8,N,jones_16_tr7727
145MMBS41,AP,10.922,37.9,14.85,730,AA7017-T6,89.5,2.76,72,134,400,0.33,434,9,0.0494,0,941,10,N,jones_16_tr7727
145MMBS41,AP,10.922,37.9,14.85,730,AA7017-T7,99,2.76,72,121,381,0.33,413,8,0.0531,0,984,5,N,jones_16_tr7727
CAL50FSP,frag,12.6,13.4,7.85,260,AA7017-T6,19.3,2.76,72,134,400,0.33,434,9,0.0494,0,660,8,N,jones_16_tr7727
CAL50FSP,frag,12.6,13.4,7.85,260,AA7017-T6,19.3,2.76,72,137,400,0.33,434,9,0.0494,0,625,5,N,jones_16_tr7727
CAL50FSP,frag,12.6,13.4,7.85,260,AA7017-T7,19.9,2.76,72,128,381,0.33,413,8,0.0531,0,650,8,N,jones_16_tr7727
CAL50FSP,frag,12.6,13.4,7.85,260,AA7017-T6,25.5,2.76,72,126,400,0.33,434,9,0.0494,0,1049,8,N,jones_16_tr7727
CAL50FSP,frag,12.6,13.4,7.85,260,AA7017-T6,25.5,2.76,72,131,400,0.33,434,9,0.0494,0,1093,9,N,jones_16_tr7727
20MMFSP,frag,19.9,53.78,7.85,260,AA7017-T7,20,2.76,72,128,381,0.33,413,8,0.0531,0,346,21,N,jones_16_tr7727
20MMFSP,frag,19.9,53.78,7.85,260,AA7017-T6,25.5,2.76,72,131,400,0.33,434,9,0.0494,0,462,9,N,jones_16_tr7727
20MMFSP,frag,19.9,53.78,7.85,260,AA7017-T6,25.5,2.76,72,126,400,0.33,434,9,0.0494,0,463,5,N,jones_16_tr7727
20MMFSP,frag,19.9,53.78,7.85,260,AA7017-T6,38.4,2.76,72,137,400,0.33,434,9,0.0494,0,903,7,N,jones_16_tr7727
20MMFSP,frag,19.9,53.78,7.85,260,AA7017-T6,38.3,2.76,72,137,400,0.33,434,9,0.0494,0,877,5,N,jones_16_tr7727
20MMFSP,frag,19.9,53.78,7.85,260,AA7017-T6,38.9,2.76,72,124,400,0.33,434,9,0.0494,0,903,19,N,jones_16_tr7727
20MMFSP,frag,19.9,53.78,7.85,260,AA7017-T6,51.1,2.76,72,131,400,0.33,434,9,0.0494,0,1301,8,N,jones_16_tr7727
CAL30M2ball,ball,7.77,9.77,11.35,24,MARS440,4.5,7.85,207,445,1150,0.3,1450,13,0.066,30,733,31,N,gooch_19_arcelor
CAL30M2ball,ball,7.77,9.77,11.35,24,MARS440,4.5,7.85,207,445,1150,0.3,1450,13,0.066,30,741,24,N,gooch_19_arcelor
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS440,8.5,7.85,207,445,1150,0.3,1450,13,0.066,30,842,62,N,gooch_19_arcelor
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS440,8.5,7.85,207,445,1150,0.3,1450,13,0.066,30,864,18,N,gooch_19_arcelor
CAL50APM2,AP,10.8839,25.9,7.85,630,MARS440,10.6,7.85,207,445,1150,0.3,1450,13,0.066,30,661,35,N,gooch_19_arcelor
CAL50APM2,AP,10.8839,25.9,7.85,630,MARS440,10.5,7.85,207,445,1150,0.3,1450,13,0.066,30,664,22,N,gooch_19_arcelor
CAL50APM2,AP,10.8839,25.9,7.85,630,MARS440,12.7,7.85,207,445,1150,0.3,1450,13,0.066,30,773,13,N,gooch_19_arcelor
CAL50APM2,AP,10.8839,25.9,7.85,630,MARS440,12.9,7.85,207,445,1150,0.3,1450,13,0.066,30,767,,N,gooch_19_arcelor
CAL50APM2,AP,10.8839,25.9,7.85,630,MARS440,14.6,7.85,207,445,1150,0.3,1450,13,0.066,30,850,32,N,gooch_19_arcelor
145MMBS41,AP,10.922,37.9,14.85,730,MARS440,26.1,7.85,207,445,1150,0.3,1450,13,0.066,30,867,,N,gooch_19_arcelor
20MMM602,AP,12.76,77,14.85,730,MARS440,29.3,7.85,207,445,1150,0.3,1450,13,0.066,0,649,,N,gooch_19_arcelor
20MMM602,AP,12.76,77,14.85,730,MARS440,44.8,7.85,207,445,1150,0.3,1450,13,0.066,0,880,,N,gooch_19_arcelor
762MMM80,ball,6.74242,7.21686,11.35,24,MARS500,2.6,7.85,207,616.5,1600,0.3,2250,8,0.109,0,490,,N,gooch_19_arcelor
762MMM80,ball,6.74242,7.21686,11.35,24,MARS500,3.2,7.85,207,616.5,1600,0.3,2250,8,0.109,0,574,10,N,gooch_19_arcelor
762MMM80,ball,6.74242,7.21686,11.35,24,MARS500,3.2,7.85,207,616.5,1600,0.3,2250,8,0.109,0,579,10,N,gooch_19_arcelor
762MMM80,ball,6.74242,7.21686,11.35,24,MARS500,3.2,7.85,207,616.5,1600,0.3,2250,8,0.109,0,585,10,N,gooch_19_arcelor
762MMM80,ball,6.74242,7.21686,11.35,24,MARS500,3.2,7.85,207,616.5,1600,0.3,2250,8,0.109,0,601,9,N,gooch_19_arcelor
762MMM80,ball,6.74242,7.21686,11.35,24,MARS500,3.3,7.85,207,616.5,1600,0.3,2250,8,0.109,0,577,10,N,gooch_19_arcelor
762MMM80,ball,6.74242,7.21686,11.35,24,MARS500,3.3,7.85,207,616.5,1600,0.3,2250,8,0.109,0,595,10,N,gooch_19_arcelor
762MMM80,ball,6.74242,7.21686,11.35,24,MARS500,4,7.85,207,616.5,1600,0.3,2250,8,0.109,0,688,3,N,gooch_19_arcelor
762MMM80,ball,6.74242,7.21686,11.35,24,MARS500,4,7.85,207,616.5,1600,0.3,2250,8,0.109,0,702,6,N,gooch_19_arcelor
762MMM80,ball,6.74242,7.21686,11.35,24,MARS500,4.3,7.85,207,616.5,1600,0.3,2250,8,0.109,0,737,9,N,gooch_19_arcelor
762MMM80,ball,6.74242,7.21686,11.35,24,MARS500,4.3,7.85,207,616.5,1600,0.3,2250,8,0.109,0,748,7,N,gooch_19_arcelor
762MMM80,ball,6.74242,7.21686,11.35,24,MARS600,2.6,7.85,207,616.5,1450,0.3,2150,10,0.1202,0,553,,N,gooch_19_arcelor
762MMM80,ball,6.74242,7.21686,11.35,24,MARS600,3.1,7.85,207,616.5,1450,0.3,2150,10,0.1202,0,604,6,N,gooch_19_arcelor
762MMM80,ball,6.74242,7.21686,11.35,24,MARS600,3.5,7.85,207,616.5,1450,0.3,2150,10,0.1202,0,659,7,N,gooch_19_arcelor
762MMM80,ball,6.74242,7.21686,11.35,24,MARS600,4.2,7.85,207,616.5,1450,0.3,2150,10,0.1202,0,771,7,N,gooch_19_arcelor
762MMM80,ball,6.74242,7.21686,11.35,24,MARS600,5.3,7.85,207,616.5,1450,0.3,2150,10,0.1202,0,910,,N,gooch_19_arcelor
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS600,3.2,7.85,207,616.5,1450,0.3,2150,10,0.1202,30,356,7,N,gooch_19_arcelor
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS600,3.5,7.85,207,616.5,1450,0.3,2150,10,0.1202,30,404,7,N,gooch_19_arcelor
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS600,4.1,7.85,207,616.5,1450,0.3,2150,10,0.1202,30,566,,N,gooch_19_arcelor
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS600,4.2,7.85,207,616.5,1450,0.3,2150,10,0.1202,30,544,,N,gooch_19_arcelor
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS600,4.2,7.85,207,616.5,1450,0.3,2150,10,0.1202,30,575,16,N,gooch_19_arcelor
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS600,5.1,7.85,207,616.5,1450,0.3,2150,10,0.1202,30,702,,N,gooch_19_arcelor
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS600,5.3,7.85,207,616.5,1450,0.3,2150,10,0.1202,30,688,10,N,gooch_19_arcelor
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS600,6.5,7.85,207,616.5,1450,0.3,2150,10,0.1202,30,798,,N,gooch_19_arcelor
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS600,6.6,7.85,207,616.5,1450,0.3,2150,10,0.1202,30,759,17,N,gooch_19_arcelor
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS650,5.2,7.85,207,640,1600,0.3,2200,7,0.1202,30,761,,N,gooch_19_arcelor
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS650,6.3,7.85,207,640,1600,0.3,2200,7,0.1202,30,869,16,N,gooch_19_arcelor
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS650,6.6,7.85,207,640,1600,0.3,2200,7,0.1202,30,836,17,N,gooch_19_arcelor
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS650,6.6,7.85,207,640,1600,0.3,2200,7,0.1202,30,870,8,N,gooch_19_arcelor
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS650,6.7,7.85,207,640,1600,0.3,2200,7,0.1202,30,878,10,N,gooch_19_arcelor
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS650,6.7,7.85,207,640,1600,0.3,2200,7,0.1202,30,869,16,N,gooch_19_arcelor
CAL30APM2,AP,6.2484,5.3,7.85,570,MARS650,7.6,7.85,207,640,1600,0.3,2200,7,0.1202,30,894,11,N,gooch_19_arcelor
762MMM80,ball,6.74242,7.21686,11.35,24,ARMOX560,12,7.85,207,560,1659.332,0.3,1859,9.993,0.084,0,918,,Y,borvik_09_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,ARMOX560,12,7.85,207,560,1659.332,0.3,1859,9.993,0.084,0,871,,Y,borvik_09_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2024-T351,26,2.78,73.8,150,265,0.33,469,19,0.1895,0,652,,N,ryan_15_icps3
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2024-T351,30,2.78,73.8,150,265,0.33,469,19,0.1895,0,715,,N,ryan_15_icps3
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2024-T351,34,2.78,73.8,150,265,0.33,469,19,0.1895,0,774,,N,ryan_15_icps3
CAL30APM2,AP,6.2484,5.3,7.85,570,AA2024-T351,38,2.78,73.8,150,265,0.33,469,19,0.1895,0,831,,N,ryan_15_icps3
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5083-H112,20,2.66,70.3,81,225,0.33,303,16,0.1101,0,474,,N,ryan_15_icps3
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5083-H112,30,2.66,70.3,81,225,0.33,303,16,0.1101,0,589,,N,ryan_15_icps3
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5083-H112,40,2.66,70.3,81,225,0.33,303,16,0.1101,0,698,,N,ryan_15_icps3
CAL30APM2,AP,6.2484,5.3,7.85,570,AA5083-H131,38,2.66,70.3,99,250,0.33,310,13,0.1182,0,739,,N,ryan_15_icps3
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,25,2.7,68.3,107,276,0.33,310,17,0.0712,0,578,,N,ryan_15_icps3
CAL30APM2,AP,6.2484,5.3,7.85,570,AA6061-T651,50,2.7,68.3,107,276,0.33,310,17,0.0712,0,896,,N,ryan_15_icps3
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7075-T651,26,2.81,71,190,461,0.33,538,7,0.0744,0,718,,N,ryan_15_icps3
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7075-T651,30,2.81,71,190,461,0.33,538,7,0.0744,0,784,,N,ryan_15_icps3
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7075-T651,32,2.81,71,190,461,0.33,538,7,0.0744,0,818,,N,ryan_15_icps3
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7075-T651,38,2.81,71,190,461,0.33,538,7,0.0744,0,910,,N,ryan_15_icps3
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,18.3,2.74,69.6,133,337,0.33,450,13,0.0919,0,563,,N,ryan_18_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,18.5,2.74,69.6,133,337,0.33,450,13,0.0919,0,598,,N,ryan_18_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,25.1,2.74,69.6,133,337,0.33,450,13,0.0919,0,693,,N,ryan_18_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,25.2,2.74,69.6,133,337,0.33,450,13,0.0919,0,646,,N,ryan_18_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,25.5,2.74,69.6,133,337,0.33,450,13,0.0919,0,671,,N,ryan_18_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,25.5,2.74,69.6,133,337,0.33,450,13,0.0919,0,642,,N,ryan_18_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,25.6,2.74,69.6,133,337,0.33,450,13,0.0919,0,650,,N,ryan_18_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,31.5,2.74,69.6,133,337,0.33,450,13,0.0919,0,739,,N,ryan_18_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,31.6,2.74,69.6,133,337,0.33,450,13,0.0919,0,740,,N,ryan_18_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,37.6,2.74,69.6,133,337,0.33,450,13,0.0919,0,811,,N,ryan_18_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,37.6,2.74,69.6,133,337,0.33,450,13,0.0919,0,810,,N,ryan_18_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,37.8,2.74,69.6,133,337,0.33,450,13,0.0919,0,819,,N,ryan_18_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,37.8,2.74,69.6,133,337,0.33,450,13,0.0919,0,813,,N,ryan_18_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,37.9,2.74,69.6,133,337,0.33,450,13,0.0919,0,899,,N,ryan_18_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,38,2.74,69.6,133,337,0.33,450,13,0.0919,0,807,,N,ryan_18_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,38.2,2.74,69.6,133,337,0.33,450,13,0.0919,0,833,,N,ryan_18_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,38.3,2.74,69.6,133,337,0.33,450,13,0.0919,0,822,,N,ryan_18_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,38.8,2.74,69.6,133,337,0.33,450,13,0.0919,0,963,,N,ryan_18_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,39,2.74,69.6,133,337,0.33,450,13,0.0919,0,836,,N,ryan_18_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,AA7039-T64,50.2,2.74,69.6,133,337,0.33,450,13,0.0919,0,1067,,N,ryan_18_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,BIS UHH,9.8,7.85,207,590,1500,0.3,2050,8,0.137,0,865,25,N,ryan_16_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,BIS UHH,7.4,7.85,207,589,1500,0.3,2050,8,0.137,30,910,14,N,ryan_16_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,BIS UHH,9.8,7.85,207,590,1500,0.3,2050,8,0.137,30,965,20,N,ryan_16_ijie
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS UHH,10.2,7.85,207,627,1500,0.3,2050,8,0.137,0,665,39,N,ryan_16_ijie
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS UHH,12.2,7.85,207,614,1500,0.3,2050,8,0.137,0,686,22,N,ryan_16_ijie
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS UHH,11.5,7.85,207,567,1500,0.3,2050,8,0.137,30,795,11,N,ryan_16_ijie
CAL50APM2,AP,10.8839,25.9,7.85,630,BIS UHH,12.2,7.85,207,614,1500,0.3,2050,8,0.137,30,796,29,N,ryan_16_ijie
CAL50FSP,frag,12.6,13.4,7.85,260,BIS UHH,10.2,7.85,207,627,1500,0.3,2050,8,0.137,0,726,16,N,ryan_16_ijie
CAL50FSP,frag,12.6,13.4,7.85,260,BIS UHH,12.2,7.85,207,614,1500,0.3,2050,8,0.137,0,831,11,N,ryan_16_ijie
CAL30APM2,AP,6.2484,5.3,7.85,570,BIS HHA,12,7.85,207,500,1350,0.3,1640,14,0.131,0,478,28,N,ryan_16_ijie
20MMFSP,frag,19.9,53.78,7.85,260,AA6061-T651,25.7,2.7,68.3,107,276,0.33,310,17,0.0712,0,443,,N,gooch_07_isb
20MMFSP,frag,19.9,53.78,7.85,260,AA6061-T651,38.8,2.7,68.3,107,276,0.33,310,17,0.0712,0,763,,N,gooch_07_isb
20MMFSP,frag,19.9,53.78,7.85,260,AA6061-T651,51.2,2.7,68.3,107,276,0.33,310,17,0.0712,0,1218,,N,gooch_07_isb
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,7.5,7.85,207,512,1305,0.3,1690,11.0939,0.1175,30,776,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,4.8,7.85,207,512,1305,0.3,1690,11.0939,0.1175,30,616,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.3,7.85,207,512,1305,0.3,1690,11.0939,0.1175,30,699,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.9,7.85,207,495,1305,0.3,1690,11.0939,0.1175,30,738,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,5.8,7.85,207,512,1305,0.3,1690,11.0939,0.1175,30,681,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,5.1,7.85,207,477,1305,0.3,1690,11.0939,0.1175,30,608,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,7.1,7.85,207,477,1305,0.3,1690,11.0939,0.1175,30,744,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,4.3,7.85,207,514,1305,0.3,1690,11.0939,0.1175,30,555,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,4.9,7.85,207,512,1305,0.3,1690,11.0939,0.1175,30,590,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.4,7.85,207,512,1305,0.3,1690,11.0939,0.1175,30,725,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,7.4,7.85,207,512,1305,0.3,1690,11.0939,0.1175,30,767,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.2,7.85,207,512,1305,0.3,1690,11.0939,0.1175,30,697,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.2,7.85,207,512,1305,0.3,1690,11.0939,0.1175,30,713,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,5.9,7.85,207,477,1305,0.3,1690,11.0939,0.1175,30,704,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6,7.85,207,530,1305,0.3,1690,11.0939,0.1175,30,707,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.2,7.85,207,504,1305,0.3,1690,11.0939,0.1175,30,724,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6,7.85,207,477,1305,0.3,1690,11.0939,0.1175,30,720,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.2,7.85,207,477,1305,0.3,1690,11.0939,0.1175,30,716,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,4.7,7.85,207,477,1305,0.3,1690,11.0939,0.1175,30,633,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.4,7.85,207,477,1305,0.3,1690,11.0939,0.1175,30,760,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.3,7.85,207,477,1305,0.3,1690,11.0939,0.1175,30,724,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,7.8,7.85,207,477,1305,0.3,1690,11.0939,0.1175,30,792,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,7.3,7.85,207,477,1305,0.3,1690,11.0939,0.1175,30,765,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,5.1,7.85,207,477,1305,0.3,1690,11.0939,0.1175,30,648,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,4.7,7.85,207,504,1305,0.3,1690,11.0939,0.1175,30,599,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,4.8,7.85,207,512,1305,0.3,1690,11.0939,0.1175,30,617,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,5.3,7.85,207,477,1305,0.3,1690,11.0939,0.1175,30,662,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.4,7.85,207,495,1305,0.3,1690,11.0939,0.1175,30,725,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.1,7.85,207,477,1305,0.3,1690,11.0939,0.1175,30,724,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.6,7.85,207,514,1305,0.3,1690,11.0939,0.1175,30,759,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.9,7.85,207,477,1305,0.3,1690,11.0939,0.1175,30,787,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,5.4,7.85,207,477,1305,0.3,1690,11.0939,0.1175,30,646,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,5.4,7.85,207,495,1305,0.3,1690,11.0939,0.1175,30,685,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.6,7.85,207,495,1305,0.3,1690,11.0939,0.1175,30,743,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.5,7.85,207,477,1305,0.3,1690,11.0939,0.1175,30,727,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,7.4,7.85,207,512,1305,0.3,1690,11.0939,0.1175,30,783,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,7,7.85,207,512,1305,0.3,1690,11.0939,0.1175,30,766,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,7.1,7.85,207,512,1305,0.3,1690,11.0939,0.1175,30,764,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,5.3,7.85,207,495,1305,0.3,1690,11.0939,0.1175,30,671,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,5.1,7.85,207,477,1305,0.3,1690,11.0939,0.1175,30,646,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.3,7.85,207,495,1305,0.3,1690,11.0939,0.1175,30,733,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,5.4,7.85,207,495,1305,0.3,1690,11.0939,0.1175,30,672,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.7,7.85,207,512,1305,0.3,1690,11.0939,0.1175,30,740,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,5.8,7.85,207,512,1305,0.3,1690,11.0939,0.1175,30,700,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,6.1,7.85,207,512,1305,0.3,1690,11.0939,0.1175,30,703,,N,grubinskas_1993_arl-tr-218
CAL30APM2,AP,6.2484,5.3,7.85,570,HHA Class 1,5.8,7.85,207,490,1305,0.3,1690,11.0939,0.1175,30,695,,N,grubinskas_1993_arl-tr-218
